eid,views,citations
2-s2.0-85049025729,0,1
2-s2.0-85048036039,0,4
2-s2.0-85046717151,0,1
2-s2.0-85044276208,0,8
2-s2.0-85044790245,0,4
2-s2.0-85042095168,0,6
2-s2.0-85041332027,0,4
2-s2.0-85038591380,0,4
2-s2.0-85038576583,0,11
2-s2.0-85034617229,0,6
2-s2.0-85030152538,0,6
2-s2.0-85030160131,0,27
2-s2.0-85028675552,0,20
2-s2.0-85028644735,0,0
2-s2.0-85020134666,0,10
2-s2.0-85007197370,0,17
2-s2.0-84991277318,0,7
2-s2.0-84983739588,0,10
2-s2.0-84978085770,0,22
2-s2.0-84971467344,0,20
2-s2.0-84961933705,0,7
2-s2.0-84936856079,0,18
2-s2.0-84927522235,0,25
2-s2.0-84924760173,0,13
2-s2.0-84924814513,0,10
2-s2.0-84924758673,0,72
2-s2.0-84924814509,0,30
2-s2.0-84922843312,0,16
2-s2.0-84922846719,0,14
2-s2.0-84919653701,0,0
2-s2.0-84908671460,0,38
2-s2.0-84908595981,0,5
2-s2.0-84906738512,0,30
2-s2.0-84904367867,0,15
2-s2.0-84898888097,0,37
2-s2.0-84898842447,0,33
2-s2.0-84894689062,0,41
2-s2.0-84893517344,0,28
2-s2.0-84893472125,0,12
2-s2.0-84893465788,0,9
2-s2.0-85054423410,1564,0
2-s2.0-85054180698,3823,5
2-s2.0-85053816678,962,0
2-s2.0-85054065707,5496,11
2-s2.0-85044592195,2400,9
2-s2.0-85034959761,4603,13
2-s2.0-85032938623,4990,6
2-s2.0-85015269215,9329,7
2-s2.0-84994719258,7927,14
2-s2.0-84983500489,4329,22
2-s2.0-84971384279,3340,30
2-s2.0-84960118659,33638,31
2-s2.0-84949239120,8798,33
2-s2.0-84934912399,1896,9
2-s2.0-84924046886,111036,166
2-s2.0-84894319699,2885,38
2-s2.0-85053866150,0,0
2-s2.0-85025808102,0,4
2-s2.0-85038239686,0,3
2-s2.0-85021792382,0,2
2-s2.0-85049141245,0,3
2-s2.0-85018715163,0,10
2-s2.0-85018290739,0,0
2-s2.0-85016093332,0,9
2-s2.0-84991492593,0,5
2-s2.0-85019692211,0,17
2-s2.0-84980009783,0,2
2-s2.0-84983359448,0,2
2-s2.0-84980416403,0,17
2-s2.0-84975316989,0,4
2-s2.0-84975137659,0,5
2-s2.0-84997113373,0,0
2-s2.0-84974777834,0,8
2-s2.0-84975137592,0,2
2-s2.0-84948739910,0,7
2-s2.0-84940860415,0,20
2-s2.0-84929955458,0,11
2-s2.0-84929965719,0,4
2-s2.0-84923645862,0,20
2-s2.0-84923654331,0,9
2-s2.0-84907591969,0,13
2-s2.0-84907466400,0,24
2-s2.0-84899942565,0,2
2-s2.0-84899955928,0,3
2-s2.0-84899751489,0,3
2-s2.0-84893985440,0,6
2-s2.0-84891917177,0,27
2-s2.0-85059028189,0,0
2-s2.0-85061907941,0,0
2-s2.0-85057085777,0,0
2-s2.0-85055838348,0,2
2-s2.0-85057184757,0,1
2-s2.0-85057183204,0,0
2-s2.0-85052120167,0,1
2-s2.0-85057144057,0,0
2-s2.0-85057182677,0,1
2-s2.0-85057207874,0,0
2-s2.0-85053657229,0,2
2-s2.0-85049596409,0,0
2-s2.0-85041830400,0,3
2-s2.0-85022181945,0,1
2-s2.0-85029580708,0,5
2-s2.0-85029178905,0,1
2-s2.0-85016416997,0,1
2-s2.0-85007193546,0,1
2-s2.0-84991764918,0,2
2-s2.0-84982994479,0,3
2-s2.0-84944608484,0,3
2-s2.0-84952033134,0,2
2-s2.0-84955269808,0,2
2-s2.0-84951939627,0,1
2-s2.0-84958058161,0,3
2-s2.0-84953639470,0,2
2-s2.0-84937760264,0,0
2-s2.0-84928482488,0,5
2-s2.0-84939934983,0,3
2-s2.0-84939981759,0,31
2-s2.0-84939877565,0,14
2-s2.0-84896407746,0,3
2-s2.0-84925461267,0,3
2-s2.0-84916881670,0,3
2-s2.0-84905122683,0,21
2-s2.0-84901007708,0,5
2-s2.0-84901011737,0,18
2-s2.0-84892436641,0,3
2-s2.0-84890876116,0,12
2-s2.0-85050242445,0,0
2-s2.0-85050248957,0,0
2-s2.0-85032915212,0,1
2-s2.0-85030179567,0,1
2-s2.0-84964257962,0,5
2-s2.0-84947064555,0,0
2-s2.0-84930013282,0,5
2-s2.0-84947069538,0,5
2-s2.0-84908069011,0,16
2-s2.0-84901407062,0,3
2-s2.0-85057199249,0,0
2-s2.0-85060616170,0,3
2-s2.0-85046813087,0,1
2-s2.0-85041596963,0,7
2-s2.0-85033671197,0,1
2-s2.0-85027128818,0,2
2-s2.0-85018770642,0,4
2-s2.0-85012206134,0,1
2-s2.0-85009769741,0,0
2-s2.0-84994742924,0,8
2-s2.0-84981273134,0,9
2-s2.0-84979000394,0,21
2-s2.0-84964873292,0,10
2-s2.0-84996227443,0,1
2-s2.0-84945178446,0,8
2-s2.0-84930509833,0,2
2-s2.0-84905173767,0,4
2-s2.0-84905190508,0,0
2-s2.0-84905168280,0,5
2-s2.0-84911965176,0,4
2-s2.0-84899935949,0,2
2-s2.0-84890090173,0,12
2-s2.0-85055246386,0,0
2-s2.0-85041409555,0,0
2-s2.0-85038075799,0,0
2-s2.0-85030668325,0,3
2-s2.0-85012065395,0,0
2-s2.0-84944879295,0,10
2-s2.0-84944878792,0,3
2-s2.0-84941781090,0,1
2-s2.0-84930888338,0,0
2-s2.0-84930916192,0,2
2-s2.0-84926201712,0,7
2-s2.0-84926165366,0,2
2-s2.0-84926186142,0,3
2-s2.0-84926184658,0,0
2-s2.0-84926142367,0,5
2-s2.0-84897057156,0,1
2-s2.0-84897074200,0,4
2-s2.0-84886020292,0,1
2-s2.0-84886024631,0,4
2-s2.0-84886018828,0,6
2-s2.0-85041953404,0,5
2-s2.0-85054054928,0,0
2-s2.0-85050130141,0,0
2-s2.0-85048158428,0,3
2-s2.0-85050072204,0,0
2-s2.0-85039736265,0,6
2-s2.0-85039734473,0,1
2-s2.0-85030644698,0,14
2-s2.0-85030639404,0,0
2-s2.0-85016934088,0,7
2-s2.0-85016967994,0,25
2-s2.0-85008873516,0,11
2-s2.0-85008880796,0,0
2-s2.0-84988602895,0,0
2-s2.0-84988569249,0,6
2-s2.0-84988602835,0,3
2-s2.0-84988592647,0,1
2-s2.0-84988649832,0,5
2-s2.0-84964026899,0,7
2-s2.0-84953410857,0,3
2-s2.0-84943370473,0,31
2-s2.0-84942924347,0,9
2-s2.0-84942923643,0,3
2-s2.0-84925944792,0,19
2-s2.0-84925934379,0,5
2-s2.0-84921064280,0,0
2-s2.0-84919339921,0,1
2-s2.0-84919340889,0,10
2-s2.0-85033471681,0,3
2-s2.0-85019198077,0,1
2-s2.0-85014610571,0,3
2-s2.0-85034645026,0,9
2-s2.0-85006421803,0,18
2-s2.0-84975231591,0,1
2-s2.0-84962670095,0,0
2-s2.0-85010756260,0,1
2-s2.0-84944522081,0,11
2-s2.0-84983043945,0,8
2-s2.0-84962773237,0,7
2-s2.0-84958054205,0,24
2-s2.0-84945458635,0,2
2-s2.0-84928880467,0,4
2-s2.0-84939986352,0,4
2-s2.0-85028170017,0,1
2-s2.0-84939976203,0,4
2-s2.0-84916601609,0,2
2-s2.0-84916595982,0,4
2-s2.0-84899938863,0,12
2-s2.0-84899932543,0,4
2-s2.0-85057218072,0,1
2-s2.0-85057241199,0,0
2-s2.0-85048541939,0,0
2-s2.0-85048593967,0,1
2-s2.0-85055979781,0,3
2-s2.0-85031790201,0,1
2-s2.0-85023596802,0,1
2-s2.0-85023627754,0,1
2-s2.0-84991312281,0,0
2-s2.0-84991392570,0,6
2-s2.0-84991383793,0,5
2-s2.0-84964797878,0,9
2-s2.0-84960131010,0,8
2-s2.0-84943799016,0,8
2-s2.0-84937037874,0,5
2-s2.0-84937043589,0,22
2-s2.0-84937038574,0,11
2-s2.0-84926456542,0,0
2-s2.0-84922675138,0,1
2-s2.0-84986890551,0,3
2-s2.0-84890445380,0,20
2-s2.0-84890524176,0,14
2-s2.0-85059333928,0,1
2-s2.0-85059101009,0,0
2-s2.0-85055921179,0,0
2-s2.0-85058615374,0,0
2-s2.0-85053640867,0,0
2-s2.0-85058622601,0,1
2-s2.0-85053328873,0,0
2-s2.0-85046032738,0,0
2-s2.0-85059111403,0,0
2-s2.0-85046780449,0,2
2-s2.0-85042641070,0,6
2-s2.0-85028639159,0,4
2-s2.0-85023741786,0,2
2-s2.0-85014634749,0,8
2-s2.0-85014702729,0,4
2-s2.0-85014721199,0,9
2-s2.0-85009227417,0,0
2-s2.0-84977585572,0,14
2-s2.0-84964847648,0,6
2-s2.0-84964858271,0,9
2-s2.0-84936951251,0,28
2-s2.0-84929086865,0,8
2-s2.0-84920973116,0,11
2-s2.0-84920948535,0,24
2-s2.0-84920992752,0,12
2-s2.0-84911062446,0,1
2-s2.0-84911139472,0,19
2-s2.0-84899692369,0,3
2-s2.0-84898992019,0,31
2-s2.0-84898954854,0,9
2-s2.0-85059280658,0,1
2-s2.0-85058837430,0,1
2-s2.0-85058377257,0,0
2-s2.0-85048702769,0,5
2-s2.0-85048717584,0,2
2-s2.0-85042556376,0,1
2-s2.0-85057218952,0,0
2-s2.0-85041175472,0,5
2-s2.0-85041168466,0,0
2-s2.0-85028742545,0,0
2-s2.0-85047105930,0,2
2-s2.0-85038638107,0,1
2-s2.0-85034432856,0,2
2-s2.0-85028747679,0,4
2-s2.0-85021700717,0,8
2-s2.0-85045952804,0,1
2-s2.0-85044716794,0,5
2-s2.0-85044724783,0,2
2-s2.0-85021765677,0,8
2-s2.0-85021718740,0,2
2-s2.0-85016772456,0,6
2-s2.0-85021768190,0,6
2-s2.0-85076400148,0,0
2-s2.0-85014603518,0,4
2-s2.0-85017093959,0,9
2-s2.0-85010299062,0,10
2-s2.0-85007155143,0,1
2-s2.0-85007153137,0,11
2-s2.0-85007180322,0,18
2-s2.0-84990841783,0,24
2-s2.0-85007179562,0,2
2-s2.0-84977601220,0,8
2-s2.0-84994357468,0,3
2-s2.0-84978745447,0,2
2-s2.0-85007179101,0,19
2-s2.0-85007241925,0,5
2-s2.0-84964767225,0,2
2-s2.0-84964780427,0,0
2-s2.0-84959537157,0,12
2-s2.0-84962786549,0,17
2-s2.0-84958872710,0,3
2-s2.0-84958864645,0,7
2-s2.0-84958915639,0,34
2-s2.0-84946101720,0,9
2-s2.0-84946434361,0,17
2-s2.0-84967163384,0,4
2-s2.0-84955326437,0,3
2-s2.0-84962862631,0,4
2-s2.0-84955328770,0,2
2-s2.0-84946887686,0,19
2-s2.0-84969219589,0,3
2-s2.0-84942828215,0,4
2-s2.0-84938092576,0,30
2-s2.0-84926417653,0,24
2-s2.0-84926406792,0,4
2-s2.0-84929514733,0,18
2-s2.0-84949723573,0,12
2-s2.0-84925676562,0,26
2-s2.0-84926419962,0,14
2-s2.0-84929512077,0,48
2-s2.0-84925740861,0,24
2-s2.0-84942835259,0,5
2-s2.0-84938068362,0,6
2-s2.0-84901856345,0,12
2-s2.0-84893437155,0,6
2-s2.0-84901820741,0,42
2-s2.0-84905195407,0,37
2-s2.0-84897956782,0,13
2-s2.0-84922559992,0,13
2-s2.0-84895073817,0,3
2-s2.0-84897962924,0,17
2-s2.0-84901837484,0,15
2-s2.0-84901830630,0,52
2-s2.0-84897958756,0,24
2-s2.0-85052525692,0,6
2-s2.0-85052565079,0,1
2-s2.0-85042491185,0,0
2-s2.0-85042483679,0,2
2-s2.0-85043753962,0,0
2-s2.0-85043780051,0,8
2-s2.0-85026825467,0,2
2-s2.0-85016272842,0,1
2-s2.0-85006856651,0,6
2-s2.0-84990985983,0,15
2-s2.0-84990941273,0,2
2-s2.0-84990973240,0,20
2-s2.0-84978139600,0,34
2-s2.0-84978047733,0,1
2-s2.0-84978033581,0,4
2-s2.0-84962476997,0,25
2-s2.0-84962368238,0,0
2-s2.0-84962339084,0,1
2-s2.0-84962436327,0,3
2-s2.0-84962422574,0,21
2-s2.0-84962384539,0,43
2-s2.0-84962433196,0,1
2-s2.0-84944065808,0,51
2-s2.0-84937037453,0,21
2-s2.0-84925456216,0,5
2-s2.0-84925441348,0,8
2-s2.0-84925452944,0,9
2-s2.0-84918552445,0,15
2-s2.0-84918521253,0,9
2-s2.0-84914099961,0,3
2-s2.0-84914167708,0,2
2-s2.0-84914162635,0,19
2-s2.0-84914158174,0,41
2-s2.0-84904168379,0,17
2-s2.0-84904186970,0,2
2-s2.0-84904199760,0,2
2-s2.0-84897804497,0,23
2-s2.0-84898421720,0,6
2-s2.0-84898407177,0,0
2-s2.0-84898460782,0,0
2-s2.0-85048456161,230,1
2-s2.0-85049333027,227,1
2-s2.0-85049058823,188,0
2-s2.0-85048707624,373,1
2-s2.0-85042640254,612,3
2-s2.0-85040376226,652,4
2-s2.0-85035778525,2276,9
2-s2.0-85026398103,1161,10
2-s2.0-85006109956,552,1
2-s2.0-84977632513,1510,14
2-s2.0-84990877474,1088,5
2-s2.0-84990033135,1718,11
2-s2.0-84928255106,606,10
2-s2.0-84941634324,634,0
2-s2.0-84930081230,3883,40
2-s2.0-84930081701,3349,30
2-s2.0-84930375192,650,7
2-s2.0-84928715989,1323,6
2-s2.0-84933675710,2499,5
2-s2.0-84933677711,638,2
2-s2.0-84900514667,247,0
2-s2.0-84900498859,337,1
2-s2.0-84894286042,2266,25
2-s2.0-85047930057,0,3
2-s2.0-85046038673,0,2
2-s2.0-85020493893,0,0
2-s2.0-84974816748,0,4
2-s2.0-84974815707,0,2
2-s2.0-84954145712,0,3
2-s2.0-84940173609,0,3
2-s2.0-84940196769,0,1
2-s2.0-84940210143,0,0
2-s2.0-84907912688,0,2
2-s2.0-84907914663,0,0
2-s2.0-84907430758,0,9
2-s2.0-85045288501,0,2
2-s2.0-85056354033,0,6
2-s2.0-85041190989,0,5
2-s2.0-85025174131,0,2
2-s2.0-85043695506,0,14
2-s2.0-85045130298,0,0
2-s2.0-85042107917,0,1
2-s2.0-85040073360,0,2
2-s2.0-85042609497,0,0
2-s2.0-85040920263,0,0
2-s2.0-85040702190,0,0
2-s2.0-85040248528,0,0
2-s2.0-85030129547,0,7
2-s2.0-85025605909,0,28
2-s2.0-85024381768,0,2
2-s2.0-85018274734,0,3
2-s2.0-85018847026,0,1
2-s2.0-85016095076,0,0
2-s2.0-85013127932,0,3
2-s2.0-85006825786,0,2
2-s2.0-84992206512,0,11
2-s2.0-84994318695,0,1
2-s2.0-84986309975,0,1
2-s2.0-84977090474,0,1
2-s2.0-84978152367,0,9
2-s2.0-84983002212,0,7
2-s2.0-84978687296,0,6
2-s2.0-85010749144,0,0
2-s2.0-84962728585,0,4
2-s2.0-84963636405,0,8
2-s2.0-84964240147,0,0
2-s2.0-84960453522,0,0
2-s2.0-84961210286,0,1
2-s2.0-84955282905,0,18
2-s2.0-84954429558,0,4
2-s2.0-84944936767,0,2
2-s2.0-84944710494,0,3
2-s2.0-84944711408,0,13
2-s2.0-84944706780,0,8
2-s2.0-84941711555,0,9
2-s2.0-84944699518,0,1
2-s2.0-84940932279,0,10
2-s2.0-84932181861,0,1
2-s2.0-84930323144,0,5
2-s2.0-84938506288,0,12
2-s2.0-84939504001,0,2
2-s2.0-84955715382,0,6
2-s2.0-84955698874,0,8
2-s2.0-84942363598,0,4
2-s2.0-84942370262,0,7
2-s2.0-84937968771,0,1
2-s2.0-84937968939,0,8
2-s2.0-84939988103,0,2
2-s2.0-84929468020,0,11
2-s2.0-84925292008,0,2
2-s2.0-84925487497,0,1
2-s2.0-84920708664,0,15
2-s2.0-84920706603,0,13
2-s2.0-84920711074,0,17
2-s2.0-84920706918,0,8
2-s2.0-84920503388,0,6
2-s2.0-84904422006,0,18
2-s2.0-84899538227,0,17
2-s2.0-84899529774,0,3
2-s2.0-84895860652,0,8
2-s2.0-84895875256,0,16
2-s2.0-84895888078,0,26
2-s2.0-84891739035,0,4
2-s2.0-84891740610,0,48
2-s2.0-84891744005,0,31
2-s2.0-84891737115,0,14
2-s2.0-85047959915,0,2
2-s2.0-85047409140,0,1
2-s2.0-85056638124,0,0
2-s2.0-85059465977,0,0
2-s2.0-85059310404,0,1
2-s2.0-85045037317,0,3
2-s2.0-85044959764,0,2
2-s2.0-85044084252,0,0
2-s2.0-85052600667,0,1
2-s2.0-85044536622,0,5
2-s2.0-85052083373,0,2
2-s2.0-85042412141,0,0
2-s2.0-85052244689,0,1
2-s2.0-85052247139,0,2
2-s2.0-85049829930,0,3
2-s2.0-85048377519,0,2
2-s2.0-85048370426,0,1
2-s2.0-85047376780,0,1
2-s2.0-85046754613,0,2
2-s2.0-85043995938,0,2
2-s2.0-85043975286,0,6
2-s2.0-85040830143,0,12
2-s2.0-85033448987,0,18
2-s2.0-85031410069,0,0
2-s2.0-85031425265,0,10
2-s2.0-85031401505,0,1
2-s2.0-85031414376,0,7
2-s2.0-85031406437,0,2
2-s2.0-85029504708,0,0
2-s2.0-85029483297,0,3
2-s2.0-85029515243,0,3
2-s2.0-85019610379,0,3
2-s2.0-85019622866,0,6
2-s2.0-85019120156,0,1
2-s2.0-85019165810,0,1
2-s2.0-85014914145,0,2
2-s2.0-85014958379,0,1
2-s2.0-85009454695,0,0
2-s2.0-85009513555,0,10
2-s2.0-85009469644,0,0
2-s2.0-85009513550,0,1
2-s2.0-85009446513,0,0
2-s2.0-84976549850,0,6
2-s2.0-84976527045,0,0
2-s2.0-84976571261,0,4
2-s2.0-84976568953,0,4
2-s2.0-84959557455,0,0
2-s2.0-84959507299,0,0
2-s2.0-84959506487,0,0
2-s2.0-84959504686,0,3
2-s2.0-84979521166,0,0
2-s2.0-84979496900,0,1
2-s2.0-84959921977,0,0
2-s2.0-84959878257,0,5
2-s2.0-84926342888,0,1
2-s2.0-84926316164,0,1
2-s2.0-84926323083,0,0
2-s2.0-84926389442,0,2
2-s2.0-84920053999,0,1
2-s2.0-84919957002,0,1
2-s2.0-84922164126,0,1
2-s2.0-84922164377,0,0
2-s2.0-84905752754,0,0
2-s2.0-84905719577,0,1
2-s2.0-84901763498,0,7
2-s2.0-84901745678,0,13
2-s2.0-84901757925,0,1
2-s2.0-84898998214,0,1
2-s2.0-84896779273,0,5
2-s2.0-84896742434,0,0
2-s2.0-85051765857,532,2
2-s2.0-85051403152,2458,16
2-s2.0-85051132876,1145,3
2-s2.0-85051008485,1699,7
2-s2.0-85050821138,4889,4
2-s2.0-85044718470,1754,2
2-s2.0-85049622199,447,1
2-s2.0-85048790211,1552,3
2-s2.0-85048347330,416,2
2-s2.0-85046660227,431,3
2-s2.0-85044599281,178,2
2-s2.0-85043774551,989,5
2-s2.0-85046844407,465,4
2-s2.0-85045344165,556,2
2-s2.0-85038875184,1128,2
2-s2.0-85036613392,3821,13
2-s2.0-85032821854,1471,4
2-s2.0-85032707799,1282,4
2-s2.0-85042202982,926,4
2-s2.0-85042178260,994,14
2-s2.0-85041395988,3218,11
2-s2.0-85035211051,799,9
2-s2.0-85032929276,1208,7
2-s2.0-85032972473,3696,2
2-s2.0-85030842955,1872,14
2-s2.0-85029505259,4116,6
2-s2.0-85031404628,2338,22
2-s2.0-85030467869,4185,8
2-s2.0-85033784026,1527,18
2-s2.0-85033800148,53417,72
2-s2.0-85035093178,1270,9
2-s2.0-85034616512,1640,6
2-s2.0-85034434083,1299,8
2-s2.0-85032277858,994,8
2-s2.0-85035069817,846,13
2-s2.0-85032925221,2557,15
2-s2.0-85032359913,2365,19
2-s2.0-85032385322,3399,18
2-s2.0-85032198145,2203,12
2-s2.0-85029522078,596,4
2-s2.0-85028851961,674,2
2-s2.0-85027571599,569,0
2-s2.0-85026874063,634,3
2-s2.0-85024389584,859,6
2-s2.0-85021733210,868,8
2-s2.0-85020921946,1256,5
2-s2.0-85019963198,7411,9
2-s2.0-85016197668,1173,12
2-s2.0-85025434821,1091,5
2-s2.0-85021337338,6473,29
2-s2.0-85020768297,789,4
2-s2.0-85020690247,1516,8
2-s2.0-85020432795,2634,6
2-s2.0-85019989414,1784,8
2-s2.0-85021696600,913,2
2-s2.0-85019958220,1008,14
2-s2.0-85019075780,556,5
2-s2.0-85019048434,505,6
2-s2.0-85018980428,5676,16
2-s2.0-85014483491,2055,5
2-s2.0-85016497159,900,6
2-s2.0-85011566472,476,3
2-s2.0-85010280695,3323,43
2-s2.0-85006835213,8277,29
2-s2.0-85007268654,1107,7
2-s2.0-85009461092,1937,6
2-s2.0-85002894552,846,12
2-s2.0-85003019163,1011,12
2-s2.0-85006049695,4053,14
2-s2.0-84996619291,8932,64
2-s2.0-84986277600,1877,8
2-s2.0-84984941644,1165,3
2-s2.0-84988672731,911,6
2-s2.0-84984971013,3492,53
2-s2.0-84978437377,787,6
2-s2.0-84978028198,2739,17
2-s2.0-84978376837,1095,8
2-s2.0-84990925779,1737,14
2-s2.0-84977073395,505,5
2-s2.0-84970016765,531,0
2-s2.0-84975691264,935,24
2-s2.0-84977137681,1202,26
2-s2.0-84989867356,1284,17
2-s2.0-84970003072,523,5
2-s2.0-84966350656,795,1
2-s2.0-84970951225,1074,16
2-s2.0-84962766788,1125,11
2-s2.0-84963576860,810,7
2-s2.0-84961837458,5990,8
2-s2.0-84962286477,1338,17
2-s2.0-84958169852,817,15
2-s2.0-84957442871,2654,49
2-s2.0-84957441728,1008,8
2-s2.0-84957442926,1427,14
2-s2.0-84957437285,1180,12
2-s2.0-84957428600,1574,14
2-s2.0-84957452945,1603,12
2-s2.0-84957572650,6221,69
2-s2.0-84957426509,4613,50
2-s2.0-84953216684,628,10
2-s2.0-84952361460,1409,15
2-s2.0-84950276442,7060,42
2-s2.0-84946129349,2447,34
2-s2.0-84942337526,1794,9
2-s2.0-84939197996,1782,41
2-s2.0-84945493195,1141,16
2-s2.0-84945453023,1431,19
2-s2.0-84945438580,3610,33
2-s2.0-84929317335,1849,45
2-s2.0-84930670838,1285,16
2-s2.0-84931265415,1192,38
2-s2.0-84933502059,680,14
2-s2.0-84929394817,1755,26
2-s2.0-84925456100,9427,65
2-s2.0-84925046799,12145,23
2-s2.0-84927944509,889,5
2-s2.0-84924023021,5781,113
2-s2.0-84924073470,2311,11
2-s2.0-84924086301,6296,42
2-s2.0-84923247429,1981,15
2-s2.0-85027943050,6918,54
2-s2.0-84923222536,1850,8
2-s2.0-85027941920,4044,63
2-s2.0-84923241483,2593,17
2-s2.0-84924020534,2721,36
2-s2.0-84921733935,1737,31
2-s2.0-84926020286,1758,27
2-s2.0-84927600699,1229,5
2-s2.0-84924027954,1473,16
2-s2.0-84924279419,2217,29
2-s2.0-84904698654,1996,23
2-s2.0-84904670519,3275,5
2-s2.0-84904697394,1238,31
2-s2.0-84904606599,6424,54
2-s2.0-84904596319,25195,199
2-s2.0-84904683515,3622,33
2-s2.0-85058183048,0,2
2-s2.0-85017508558,0,2
2-s2.0-85017142642,0,2
2-s2.0-84992186862,0,0
2-s2.0-84976291655,0,7
2-s2.0-84963576516,0,4
2-s2.0-84961202594,0,17
2-s2.0-84949531082,0,0
2-s2.0-84949528764,0,0
2-s2.0-84949534924,0,0
2-s2.0-84949530463,0,0
2-s2.0-84949535044,0,0
2-s2.0-84949530990,0,1
2-s2.0-84949539836,0,0
2-s2.0-84949540032,0,1
2-s2.0-84949539189,0,2
2-s2.0-84928361677,0,1
2-s2.0-84920175089,0,0
2-s2.0-84920131710,0,5
2-s2.0-84920197888,0,3
2-s2.0-85027575894,1743,2
2-s2.0-85014211050,2935,4
2-s2.0-85010911756,3011,11
2-s2.0-85009360468,3861,5
2-s2.0-84987905585,2799,4
2-s2.0-84977626227,2462,1
2-s2.0-84959278726,2740,2
2-s2.0-84942543845,4596,12
2-s2.0-84939488323,1356,0
2-s2.0-84939175778,2167,8
2-s2.0-84926613724,3636,22
2-s2.0-84928632172,3338,13
2-s2.0-84908318045,3352,8
2-s2.0-84901027320,2213,11
2-s2.0-84903697500,2511,2
2-s2.0-84901060338,1862,11
2-s2.0-84890284138,3302,13
2-s2.0-84888021357,4295,18
2-s2.0-84888035080,5263,11
2-s2.0-84888022522,7492,13
2-s2.0-85044976877,0,1
2-s2.0-85045002465,0,6
2-s2.0-85032582497,0,1
2-s2.0-85032587929,0,1
2-s2.0-85024845082,0,0
2-s2.0-85024900163,0,0
2-s2.0-85024869075,0,1
2-s2.0-85024898408,0,0
2-s2.0-85005942726,0,1
2-s2.0-85015428904,0,0
2-s2.0-85015421239,0,1
2-s2.0-85015390030,0,2
2-s2.0-84994403272,0,6
2-s2.0-85007102892,0,0
2-s2.0-85007072003,0,0
2-s2.0-84963652557,0,2
2-s2.0-84975299242,0,4
2-s2.0-84930758816,0,0
2-s2.0-84930762106,0,1
2-s2.0-84901951358,0,0
2-s2.0-84894598194,0,8
2-s2.0-84894559431,0,2
2-s2.0-85014113947,0,0
2-s2.0-85052870680,0,1
2-s2.0-85049561912,0,1
2-s2.0-85049575194,0,0
2-s2.0-85049590030,0,0
2-s2.0-84988375026,0,3
2-s2.0-84978520969,0,1
2-s2.0-85022190253,0,0
2-s2.0-85022198108,0,2
2-s2.0-85022226939,0,0
2-s2.0-85022186394,0,0
2-s2.0-84958753982,0,5
2-s2.0-84993218908,0,2
2-s2.0-84966550447,0,2
2-s2.0-84961200892,0,2
2-s2.0-84934756881,0,3
2-s2.0-84934756927,0,0
2-s2.0-84902305671,0,0
2-s2.0-85056626484,0,0
2-s2.0-85056304729,0,0
2-s2.0-85056356541,0,0
2-s2.0-85061176089,0,0
2-s2.0-85060086796,0,0
2-s2.0-85061175995,0,0
2-s2.0-85041520515,0,14
2-s2.0-85033382224,0,0
2-s2.0-85029529826,0,0
2-s2.0-85029522575,0,2
2-s2.0-85012198732,0,7
2-s2.0-84997817438,0,1
2-s2.0-84980318166,0,1
2-s2.0-84980332139,0,0
2-s2.0-84957566865,0,14
2-s2.0-84951279689,0,4
2-s2.0-84973895581,0,0
2-s2.0-84964018977,0,0
2-s2.0-84949216764,0,0
2-s2.0-84939204497,0,0
2-s2.0-84939202314,0,0
2-s2.0-84930369981,0,2
2-s2.0-84924376295,0,7
2-s2.0-84924405929,0,3
2-s2.0-84905586873,0,1
2-s2.0-85056151628,0,1
2-s2.0-85056176743,0,2
2-s2.0-85048042479,0,3
2-s2.0-85048051419,0,1
2-s2.0-85041843258,0,0
2-s2.0-85038390484,0,1
2-s2.0-85021140240,0,2
2-s2.0-84960434245,0,3
2-s2.0-84960377304,0,12
2-s2.0-84991813271,0,0
2-s2.0-84991798790,0,1
2-s2.0-84991756961,0,1
2-s2.0-84976391695,0,2
2-s2.0-84976349048,0,0
2-s2.0-84976416746,0,0
2-s2.0-84923328141,0,4
2-s2.0-84923356237,0,7
2-s2.0-84923381877,0,7
2-s2.0-85052861019,0,2
2-s2.0-85052903937,0,0
2-s2.0-85048102477,0,0
2-s2.0-85042726726,0,0
2-s2.0-85042712853,0,1
2-s2.0-85042689682,0,0
2-s2.0-85046632442,0,0
2-s2.0-85046663434,0,0
2-s2.0-85012049707,0,1
2-s2.0-84982227954,0,1
2-s2.0-84968883469,0,3
2-s2.0-84949506115,0,1
2-s2.0-84929720053,0,2
2-s2.0-84929750945,0,4
2-s2.0-84937923364,0,3
2-s2.0-84906504894,0,2
2-s2.0-84900836638,0,1
2-s2.0-84893852605,0,5
2-s2.0-84893860051,0,10
2-s2.0-85068173595,0,6
2-s2.0-85070733643,0,2
2-s2.0-85071440962,0,1
2-s2.0-85052573868,0,13
2-s2.0-85047658856,0,3
2-s2.0-85056076433,0,7
2-s2.0-84994070602,0,34
2-s2.0-84947999064,0,0
2-s2.0-84961262278,0,32
2-s2.0-84947969359,0,1
2-s2.0-84948138247,0,44
2-s2.0-84947997018,0,12
2-s2.0-84938865637,0,16
2-s2.0-84927609956,0,7
2-s2.0-84977591715,0,25
2-s2.0-84977533861,0,15
2-s2.0-84923238518,0,15
2-s2.0-84964780454,0,54
